,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
4537,466319,Female,No,29,No,Healthcare,1.0,Low,4,3
3103,464559,Female,No,35,Yes,Healthcare,9.0,Low,1,4
4360,463865,Male,Yes,46,Yes,Artist,0.0,Average,5,2
6994,466830,Male,No,28,Yes,Healthcare,5.0,Low,4,4
5664,460224,Female,No,25,No,Healthcare,1.0,Low,3,2
7462,461284,Male,No,23,No,Artist,1.0,Low,4,4
898,466850,Female,No,30,No,Doctor,1.0,Low,3,4
5837,460646,Male,Yes,57,Yes,Entertainment,0.0,Low,2,3
4039,463782,Female,No,29,Yes,Artist,8.0,Low,1,1
1434,461466,Male,Yes,49,No,Artist,0.0,Low,2,1
395,462769,Female,Yes,42,No,Homemaker,6.0,High,4,2
848,459561,Male,No,31,No,Healthcare,0.0,Low,3,1
3932,464138,Female,No,27,Yes,Healthcare,0.0,Low,4,2
7321,459351,Female,Yes,57,Yes,Artist,0.0,High,2,3
6206,467796,Female,No,27,No,Healthcare,9.0,Low,2,1
4820,463982,Female,No,25,Yes,Healthcare,11.0,Low,2,1
7477,459870,Male,Yes,49,No,Executive,11.0,High,4,1
5381,460470,Male,No,36,No,Healthcare,0.0,Low,4,2
1056,461884,Female,Yes,40,Yes,Artist,0.0,Low,2,2
815,459280,Male,Yes,60,Yes,Lawyer,0.0,Low,1,2
3101,464897,Male,Yes,68,No,Executive,0.0,High,2,4
2592,460389,Female,Yes,42,Yes,Healthcare,9.0,Average,2,4
5908,462894,Male,Yes,43,Yes,Artist,2.0,Average,4,3
2838,467822,Male,Yes,31,Yes,Healthcare,0.0,Low,2,3
4824,467447,Female,Yes,37,Yes,Engineer,1.0,Average,3,2
4589,461526,Male,Yes,78,No,Entertainment,0.0,Low,2,4
1323,463422,Male,Yes,39,No,Executive,1.0,High,4,2
5383,461017,Female,No,40,Yes,Homemaker,13.0,Low,1,1
7961,459911,Male,No,19,No,Healthcare,4.0,Low,6,4
120,464481,Male,Yes,46,Yes,Executive,0.0,High,3,3
768,459863,Male,Yes,61,No,Healthcare,1.0,Low,3,1
3209,463352,Male,Yes,37,Yes,Artist,0.0,Average,4,2
5068,464900,Male,Yes,71,No,Lawyer,1.0,Low,2,4
5394,461882,Female,No,30,Yes,Doctor,0.0,Low,5,3
3251,461662,Female,Yes,89,Yes,Lawyer,1.0,High,2,1
7690,464489,Male,Yes,45,Yes,Artist,0.0,Average,3,3
3439,465599,Female,Yes,47,Yes,Healthcare,0.0,Average,6,3
6746,467808,Female,Yes,63,Yes,Artist,0.0,Average,2,3
4714,464577,Female,Yes,28,Yes,Healthcare,10.0,High,2,4
5915,466840,Male,No,20,No,Healthcare,4.0,Low,5,4
5053,460253,Male,Yes,52,Yes,Artist,4.0,Average,2,2
1441,465136,Male,Yes,47,Yes,Artist,0.0,Average,2,3
5401,467957,Male,Yes,47,Yes,Artist,1.0,Low,1,2
3541,466249,Female,No,18,No,Healthcare,8.0,Low,4,4
2672,460441,Male,No,31,No,Healthcare,1.0,Low,4,2
3364,466832,Female,Yes,69,Yes,Artist,0.0,Average,2,3
1426,467217,Female,Yes,79,Yes,Lawyer,0.0,High,2,3
2351,461693,Female,Yes,36,Yes,Artist,1.0,Average,4,2
506,464026,Male,No,18,No,Healthcare,1.0,Low,2,4
1418,465047,Male,Yes,55,Yes,Executive,8.0,High,2,3
4088,464354,Female,No,43,Yes,Engineer,3.0,Low,2,1
5815,464766,Female,Yes,51,No,Engineer,7.0,Average,5,2
3916,462707,Female,Yes,55,Yes,Artist,0.0,Average,4,3
6632,462096,Female,No,43,Yes,Homemaker,4.0,Low,1,1
5966,463550,Female,Yes,38,Yes,Artist,1.0,Average,2,3
4795,465830,Female,Yes,52,No,Artist,7.0,Average,7,1
4236,463518,Male,Yes,30,No,Executive,5.0,High,4,1
6085,464679,Male,Yes,41,Yes,Artist,0.0,Average,4,3
7792,461280,Male,No,20,No,Healthcare,7.0,Low,4,4
7410,463137,Female,No,31,Yes,Homemaker,8.0,Low,1,4
2929,459774,Male,Yes,56,Yes,Artist,0.0,Low,1,4
5510,460769,Female,Yes,76,No,Lawyer,1.0,High,2,2
7161,463607,Female,No,29,Yes,Engineer,1.0,Low,5,2
4636,467033,Male,Yes,37,Yes,Entertainment,8.0,Average,2,4
5243,465365,Male,No,31,No,Entertainment,1.0,Low,4,4
2066,462208,Female,Yes,33,No,Engineer,7.0,Average,5,2
3569,465851,Female,Yes,50,No,Artist,9.0,High,2,1
6169,461331,Male,Yes,59,Yes,Executive,0.0,High,5,3
1194,461652,Female,Yes,53,Yes,Artist,1.0,Average,3,3
5425,462847,Female,No,30,Yes,Doctor,1.0,Low,7,3
3350,467669,Male,Yes,82,No,Lawyer,0.0,High,2,1
5836,463169,Female,Yes,85,Yes,Lawyer,0.0,Low,1,4
4426,461528,Female,No,33,Yes,Engineer,1.0,Low,2,1
2897,459697,Female,Yes,77,No,Lawyer,0.0,High,3,1
8047,467299,Female,No,27,Yes,Healthcare,1.0,Low,4,2
2675,465098,Female,No,41,Yes,Artist,1.0,Low,2,1
2609,459237,Male,No,29,Yes,Artist,1.0,Low,6,1
4276,459517,Male,No,31,Yes,Healthcare,1.0,Low,4,4
1642,466108,Female,Yes,60,Yes,Executive,0.0,Low,2,2
1532,464446,Female,Yes,50,Yes,Engineer,0.0,Low,2,2
3549,461272,Male,Yes,67,Yes,Artist,0.0,Low,1,2
4202,460442,Male,Yes,37,Yes,Entertainment,0.0,Average,3,2
404,466890,Male,Yes,47,Yes,Artist,0.0,Average,6,2
548,466369,Female,No,38,No,Homemaker,5.0,Low,1,2
7073,466960,Male,Yes,40,Yes,Artist,1.0,Low,2,2
6300,467567,Male,No,27,Yes,Healthcare,1.0,Low,5,4
6387,465507,Male,Yes,43,Yes,Artist,8.0,Low,1,2
914,465905,Female,No,32,Yes,Artist,9.0,Low,1,1
7790,459994,Male,No,25,No,Entertainment,0.0,Low,3,1
7999,460935,Male,Yes,87,Yes,Lawyer,0.0,Low,1,4
4188,467014,Male,Yes,36,Yes,Executive,9.0,High,3,3
4053,467314,Male,Yes,43,No,Artist,0.0,Average,2,3
2784,467249,Female,No,43,Yes,Marketing,1.0,Low,1,4
6524,463636,Male,No,33,No,Doctor,1.0,Low,6,1
3264,460421,Male,Yes,30,Yes,Artist,0.0,Low,1,2
6812,467820,Male,Yes,51,Yes,Artist,0.0,Low,1,2
4929,464856,Female,No,42,Yes,Engineer,8.0,Low,3,1
3411,465259,Female,No,23,No,Healthcare,1.0,Low,4,4
6426,461495,Male,Yes,35,Yes,Artist,1.0,Average,3,2
5756,459925,Male,Yes,68,No,Executive,1.0,High,2,4
3059,460605,Male,Yes,33,Yes,Doctor,9.0,Average,2,4
2316,462025,Male,No,20,No,Healthcare,2.0,Low,3,4
3655,461776,Male,Yes,72,No,Engineer,0.0,High,4,2
5758,463224,Male,Yes,50,Yes,Executive,0.0,High,4,2
2429,463516,Male,Yes,47,No,Executive,1.0,High,6,3
3897,459805,Female,Yes,45,No,Artist,4.0,Average,4,2
5304,464257,Male,Yes,35,Yes,Entertainment,1.0,High,2,4
4288,464280,Male,Yes,47,Yes,Entertainment,1.0,Low,4,3
2000,466128,Male,No,35,Yes,Artist,4.0,Low,2,1
4228,463344,Male,Yes,59,Yes,Artist,3.0,Average,2,2
7894,467544,Male,Yes,56,No,Artist,0.0,Low,2,3
5184,465433,Female,No,40,Yes,Artist,1.0,Low,1,2
3735,459915,Female,No,29,Yes,Healthcare,1.0,Low,3,4
4480,462198,Female,No,39,No,Engineer,2.0,Low,4,4
569,467971,Female,No,31,Yes,Artist,1.0,Low,4,4
7578,461867,Male,No,30,Yes,Artist,0.0,Low,4,1
1707,462722,Female,No,27,No,Homemaker,10.0,Low,4,3
3043,466087,Male,Yes,22,No,Healthcare,8.0,High,6,4
7301,463322,Female,Yes,72,Yes,Lawyer,1.0,High,4,2
7649,465089,Male,Yes,71,No,Executive,0.0,High,4,3
5311,465800,Male,No,25,No,Healthcare,1.0,Low,3,3
4767,467269,Male,Yes,65,Yes,Artist,0.0,Average,2,3
3667,459083,Male,Yes,58,Yes,Artist,8.0,Average,3,3
1791,463506,Female,Yes,35,Yes,Artist,2.0,Average,2,3
1329,466649,Male,No,19,No,Healthcare,1.0,Low,3,4
6190,462166,Male,Yes,26,Yes,Artist,0.0,Low,2,3
4431,467783,Female,Yes,53,Yes,Artist,0.0,Average,3,3
4395,467151,Male,No,37,No,Entertainment,9.0,Low,1,4
7109,466697,Female,No,31,No,Marketing,0.0,Low,3,4
7369,459305,Male,Yes,29,No,Healthcare,13.0,High,2,2
4174,459416,Male,No,19,No,Artist,10.0,Low,3,1
7118,462545,Male,No,33,No,Engineer,1.0,Low,3,4
5829,467843,Female,No,23,No,Healthcare,1.0,Low,4,4
4216,464673,Male,Yes,47,No,Executive,1.0,High,7,4
6891,462859,Male,Yes,49,Yes,Entertainment,1.0,Average,2,1
2014,461583,Female,Yes,60,Yes,Doctor,6.0,Average,2,3
1663,467859,Male,Yes,39,Yes,Doctor,6.0,Average,2,3
3969,462394,Male,Yes,35,Yes,Artist,0.0,Average,2,3
7466,466232,Male,Yes,59,No,Executive,0.0,High,3,3
6397,466166,Male,Yes,85,Yes,Lawyer,1.0,High,2,1
5635,464694,Female,No,30,No,Engineer,1.0,Low,3,1
1767,467945,Male,Yes,65,Yes,Artist,0.0,Average,2,3
4551,459223,Female,Yes,47,Yes,Doctor,1.0,Average,4,3
3987,460296,Female,Yes,60,Yes,Artist,1.0,Low,2,1
3652,465583,Male,No,35,Yes,Artist,2.0,Low,2,1
7055,463030,Male,Yes,50,Yes,Executive,1.0,High,3,3
7648,462462,Male,Yes,30,Yes,Entertainment,2.0,Average,3,3
7411,459839,Male,Yes,45,No,Engineer,1.0,Average,5,2
837,467962,Female,No,20,No,Healthcare,0.0,Low,2,4
6597,462946,Male,Yes,52,No,Artist,1.0,Low,2,1
878,462435,Male,Yes,49,Yes,Artist,6.0,Average,2,3
2798,467643,Male,No,42,Yes,Artist,12.0,Low,1,1
3975,462583,Male,No,26,Yes,Artist,0.0,Low,4,4
1985,463688,Female,No,52,Yes,Doctor,1.0,Low,1,2
981,463296,Female,No,21,No,Healthcare,0.0,Low,5,4
4058,467890,Male,Yes,62,Yes,Entertainment,0.0,Average,4,2
3134,464676,Male,No,19,No,Entertainment,1.0,Low,6,3
807,465024,Male,Yes,52,Yes,Executive,0.0,High,4,3
2811,459132,Male,No,20,No,Entertainment,5.0,Low,2,4
6907,465204,Male,Yes,28,Yes,Healthcare,1.0,Low,2,3
1546,460946,Male,No,84,No,Artist,0.0,Low,1,4
2459,464233,Female,Yes,48,Yes,Artist,1.0,Average,2,3
4131,461721,Male,No,26,Yes,Entertainment,7.0,Low,5,4
7831,459369,Male,Yes,35,No,Engineer,1.0,Average,7,1
6823,459331,Female,No,70,Yes,Lawyer,0.0,Low,1,4
5288,465719,Female,Yes,37,Yes,Artist,0.0,Low,2,3
1557,465042,Male,Yes,36,Yes,Artist,1.0,Average,4,3
4596,466920,Male,No,21,No,Healthcare,7.0,Low,4,4
6520,460524,Female,Yes,40,Yes,Homemaker,9.0,Average,2,3
5106,463274,Male,Yes,58,Yes,Artist,7.0,Low,1,2
1710,463340,Female,No,23,No,Healthcare,0.0,Low,4,4
3475,462292,Male,Yes,65,Yes,Artist,1.0,Low,1,1
2770,463452,Female,Yes,79,Yes,Lawyer,0.0,High,2,3
1920,463920,Female,No,28,Yes,Homemaker,8.0,Low,1,4
786,466727,Female,Yes,45,Yes,Artist,1.0,Average,2,2
2412,464256,Male,Yes,40,Yes,Artist,0.0,Low,2,3
7364,465563,Male,Yes,59,Yes,Entertainment,1.0,Average,5,2
1285,467227,Female,No,37,Yes,Artist,12.0,Low,1,1
4643,463130,Female,Yes,78,No,Lawyer,1.0,High,2,2
863,460950,Male,Yes,28,No,Doctor,0.0,Low,5,4
2147,462860,Male,No,30,Yes,Healthcare,8.0,Low,5,4
338,460109,Male,Yes,46,Yes,Artist,8.0,Average,2,3
5873,464361,Male,Yes,50,Yes,Artist,1.0,Average,2,3
4791,462247,Female,Yes,42,No,Artist,1.0,High,4,2
1188,461503,Female,No,31,Yes,Artist,9.0,Low,2,2
6666,463546,Female,No,30,Yes,Healthcare,0.0,Low,2,3
1455,459582,Male,Yes,27,No,Entertainment,0.0,Average,3,1
7978,459544,Female,No,23,No,Healthcare,1.0,Low,4,4
2862,464426,Male,No,39,Yes,Marketing,1.0,Low,4,4
4524,466180,Male,Yes,70,No,Lawyer,0.0,Low,1,2
2498,460545,Male,Yes,83,No,Lawyer,0.0,High,3,4
932,459972,Male,No,35,Yes,Artist,5.0,Low,2,1
4587,462402,Female,Yes,37,No,Entertainment,1.0,Average,2,4
4757,461633,Male,No,30,Yes,Healthcare,8.0,Low,4,4
3509,459868,Female,Yes,46,Yes,Engineer,1.0,Average,2,3
5310,459069,Male,Yes,25,Yes,Doctor,0.0,Average,2,1
3547,463908,Female,Yes,37,Yes,Artist,9.0,Low,2,3
3434,465219,Male,Yes,42,Yes,Healthcare,5.0,Low,2,3
3327,459349,Female,Yes,48,Yes,Artist,0.0,High,4,3
7253,460267,Female,No,27,Yes,Healthcare,1.0,Low,9,3
660,460308,Female,No,32,Yes,Doctor,7.0,Low,2,1
587,461704,Male,Yes,30,Yes,Healthcare,1.0,Low,2,1
1108,465142,Male,No,23,No,Healthcare,0.0,Low,4,4
2242,462290,Female,No,33,Yes,Doctor,1.0,Low,1,2
5181,467052,Male,No,18,No,Healthcare,2.0,Low,4,4
5968,462954,Female,Yes,48,Yes,Homemaker,12.0,Low,1,1
3041,466479,Male,Yes,52,Yes,Artist,1.0,Average,3,3
3946,461274,Female,Yes,74,Yes,Lawyer,7.0,High,2,1
6364,464696,Female,No,37,Yes,Engineer,0.0,Low,1,1
656,467451,Female,Yes,47,Yes,Artist,0.0,Low,1,1
3613,464155,Male,No,41,No,Doctor,0.0,Low,3,2
808,461630,Male,Yes,51,Yes,Artist,1.0,Average,3,3
6351,463681,Male,Yes,83,Yes,Lawyer,7.0,Low,1,4
2333,460167,Female,No,18,No,Entertainment,1.0,Low,5,3
7663,467951,Male,No,31,Yes,Entertainment,1.0,Low,3,1
403,462714,Female,Yes,40,Yes,Engineer,1.0,High,5,2
6918,467169,Male,No,53,Yes,Artist,0.0,Low,1,2
4991,466945,Male,Yes,61,Yes,Artist,0.0,Average,2,3
2132,459050,Female,No,19,No,Healthcare,0.0,Low,3,4
309,460718,Male,Yes,55,No,Executive,3.0,Low,2,4
1228,465467,Male,No,33,No,Healthcare,1.0,Low,3,3
312,463738,Male,Yes,43,No,Executive,0.0,High,4,1
6385,465149,Male,Yes,43,Yes,Entertainment,1.0,Average,3,2
4479,462241,Female,No,28,No,Entertainment,1.0,Low,4,4
2016,462689,Female,No,37,Yes,Homemaker,0.0,Low,1,4
1220,464562,Female,No,31,No,Healthcare,8.0,Low,3,4
7027,464109,Male,Yes,47,No,Entertainment,0.0,Average,3,3
3681,467053,Male,No,22,No,Healthcare,6.0,Low,4,4
718,462791,Female,No,33,No,Healthcare,7.0,Low,4,4
4023,465627,Female,No,37,Yes,Healthcare,1.0,Low,1,2
4022,463532,Female,Yes,67,Yes,Artist,9.0,Low,3,2
1363,461708,Male,Yes,84,No,Lawyer,0.0,High,2,2
7598,467231,Male,No,22,No,Healthcare,9.0,Low,4,4
6681,462283,Male,No,25,No,Healthcare,4.0,Low,5,4
6193,465745,Male,Yes,38,Yes,Artist,2.0,Low,2,3
941,461714,Male,Yes,82,Yes,Lawyer,1.0,High,2,1
7528,459266,Male,No,26,Yes,Healthcare,5.0,Low,5,4
2638,465654,Female,No,48,Yes,Engineer,1.0,Low,1,2
5948,462502,Male,No,39,No,Entertainment,0.0,Low,4,1
3120,462676,Female,Yes,48,Yes,Entertainment,0.0,Average,4,1
467,465486,Female,Yes,59,No,Artist,1.0,High,2,3
4850,460447,Male,No,79,No,Lawyer,0.0,Low,1,1
5260,461950,Female,No,40,Yes,Healthcare,1.0,Low,1,4
2725,465375,Female,No,50,Yes,Engineer,1.0,Low,1,2
3645,464917,Female,Yes,76,No,Lawyer,0.0,Low,1,4
2573,465351,Female,Yes,51,Yes,Artist,8.0,Average,2,2
3317,461027,Female,Yes,43,No,Engineer,8.0,Average,5,1
7191,460268,Male,Yes,32,Yes,Artist,9.0,Average,2,2
5398,466981,Female,Yes,53,No,Engineer,0.0,Low,3,1
5702,463930,Male,Yes,49,Yes,Artist,1.0,Average,2,3
6090,466218,Female,No,22,No,Healthcare,5.0,Low,4,4
2390,459707,Female,Yes,74,Yes,Lawyer,4.0,Low,2,4
4517,466041,Female,Yes,52,Yes,Engineer,1.0,Low,1,1
4933,459487,Male,Yes,67,No,Lawyer,1.0,Low,2,4
1586,463860,Male,Yes,39,Yes,Healthcare,0.0,High,3,3
5927,466595,Male,Yes,86,Yes,Executive,1.0,High,2,3
5248,460506,Female,Yes,52,Yes,Engineer,0.0,Low,3,2
4132,463166,Female,No,41,Yes,Artist,1.0,Low,1,1
2467,462389,Female,Yes,58,No,Engineer,1.0,Low,1,2
1219,465436,Female,No,25,Yes,Healthcare,0.0,Low,3,2
2512,466454,Male,No,33,Yes,Entertainment,1.0,Low,1,1
2983,463561,Female,No,39,Yes,Engineer,1.0,Low,1,1
4839,465355,Female,Yes,47,Yes,Artist,7.0,Average,2,3
5487,467958,Female,No,43,Yes,Doctor,0.0,Low,1,1
7170,466060,Male,Yes,60,Yes,Artist,1.0,Average,2,2
6523,466390,Female,Yes,61,Yes,Homemaker,1.0,Average,2,2
4620,464730,Male,Yes,36,No,Executive,1.0,High,6,4
4862,460380,Male,No,29,Yes,Entertainment,8.0,Low,3,4
6019,466760,Male,Yes,47,Yes,Doctor,0.0,Average,4,1
687,466269,Female,No,25,No,Healthcare,0.0,Low,4,4
3948,466675,Female,Yes,49,Yes,Artist,2.0,Average,2,3
2302,466456,Female,Yes,43,No,Doctor,9.0,Low,1,1
3265,462180,Female,Yes,60,Yes,Engineer,4.0,Average,4,2
10,464041,Female,No,26,Yes,Engineer,1.0,Low,3,1
166,462996,Female,Yes,49,Yes,Homemaker,9.0,Average,3,3
111,464406,Female,No,39,Yes,Artist,0.0,Low,1,1
7182,463804,Male,Yes,63,Yes,Artist,9.0,Low,1,1
683,464056,Female,Yes,65,Yes,Artist,0.0,Average,2,3
2151,459219,Female,Yes,47,Yes,Artist,0.0,Average,3,3
332,467380,Female,Yes,56,Yes,Artist,0.0,Average,4,3
6035,463931,Male,Yes,52,Yes,Entertainment,0.0,Average,2,3
2089,460445,Male,No,29,Yes,Engineer,0.0,Low,4,4
2093,465651,Male,No,30,No,Engineer,1.0,Low,4,4
1728,461329,Male,Yes,53,Yes,Executive,1.0,High,4,3
5356,464708,Male,No,20,No,Healthcare,0.0,Low,8,4
7223,466644,Female,No,49,Yes,Homemaker,0.0,Low,2,3
4682,460355,Female,No,40,Yes,Entertainment,5.0,Low,1,1
6578,460414,Female,No,33,Yes,Healthcare,0.0,Low,1,4
4527,464786,Male,No,33,No,Marketing,1.0,Low,3,4
5176,467096,Male,Yes,53,Yes,Entertainment,4.0,Low,2,1
3712,466059,Male,Yes,25,No,Entertainment,1.0,Average,2,1
6315,465531,Female,No,40,Yes,Homemaker,9.0,Low,2,4
7672,467635,Female,No,41,Yes,Artist,9.0,Low,1,2
7361,467679,Female,Yes,51,Yes,Artist,0.0,Average,4,3
5208,462883,Female,Yes,28,Yes,Artist,8.0,Low,4,1
4797,462449,Male,No,19,No,Healthcare,1.0,Low,3,4
4677,461375,Male,No,29,Yes,Healthcare,1.0,Low,4,4
3593,464416,Male,Yes,38,Yes,Artist,1.0,Low,6,1
3615,465220,Male,Yes,61,No,Executive,0.0,High,2,2
4864,463482,Male,No,41,No,Engineer,9.0,Low,7,3
7917,465381,Female,No,25,No,Marketing,0.0,Low,4,3
6408,461202,Male,No,33,Yes,Healthcare,0.0,Low,4,3
5453,467427,Female,Yes,37,Yes,Artist,8.0,High,2,3
2627,462905,Female,No,25,No,Artist,6.0,Low,3,3
973,459183,Female,No,26,Yes,Artist,1.0,Low,3,1
2538,467349,Female,No,53,No,Entertainment,0.0,Low,2,4
4171,462932,Female,Yes,37,Yes,Homemaker,3.0,High,3,1
1344,466572,Female,No,30,No,Healthcare,0.0,Low,4,4
7198,465307,Female,Yes,61,Yes,Artist,0.0,Average,3,2
3546,463017,Female,Yes,81,No,Lawyer,0.0,High,2,1
3413,461669,Female,Yes,42,No,Engineer,0.0,Average,2,1
7005,465133,Female,Yes,61,Yes,Engineer,1.0,Average,5,2
2063,459238,Female,Yes,80,Yes,Lawyer,0.0,High,2,1
5992,465470,Female,Yes,61,No,Engineer,1.0,Average,2,3
3967,462613,Female,Yes,35,No,Engineer,0.0,Average,5,4
2974,461490,Female,Yes,73,Yes,Artist,2.0,High,2,3
5828,461861,Female,No,26,Yes,Healthcare,1.0,Low,5,3
4812,464469,Female,No,50,Yes,Artist,9.0,Low,1,2
7697,459724,Female,Yes,39,No,Artist,0.0,Average,4,1
5707,461133,Male,No,23,No,Healthcare,1.0,Low,4,4
5764,463521,Male,Yes,45,Yes,Executive,1.0,High,4,1
8034,465667,Male,No,23,No,Healthcare,1.0,Low,3,4
7638,465983,Male,No,19,No,Healthcare,0.0,Low,3,4
1939,464658,Male,Yes,33,No,Artist,1.0,Average,2,2
4143,461736,Male,Yes,47,Yes,Entertainment,1.0,Average,4,3
1272,465049,Female,Yes,49,No,Engineer,6.0,Low,2,1
5326,459557,Female,Yes,29,No,Entertainment,1.0,High,2,4
1106,461399,Male,No,20,No,Healthcare,0.0,Low,4,4
636,462778,Male,Yes,60,Yes,Entertainment,0.0,Low,2,4
2916,462520,Female,No,25,Yes,Artist,1.0,Low,5,2
1925,464663,Male,Yes,73,No,Executive,1.0,High,2,4
5942,464721,Male,Yes,39,Yes,Artist,3.0,Average,4,2
322,459474,Male,No,25,Yes,Doctor,6.0,Low,1,4
1786,464497,Female,No,39,No,Engineer,0.0,Low,3,1
3119,466809,Female,Yes,33,Yes,Entertainment,0.0,Low,5,2
7684,466234,Female,Yes,49,Yes,Engineer,3.0,Low,1,2
1347,466110,Male,Yes,77,Yes,Lawyer,0.0,Low,1,1
1192,460647,Female,Yes,26,No,Doctor,1.0,Average,2,4
7642,460854,Female,No,22,No,Marketing,1.0,Low,2,4
6097,459477,Female,No,36,No,Engineer,0.0,Low,2,4
7497,460127,Male,No,42,Yes,Healthcare,8.0,Low,3,4
2707,463081,Female,Yes,51,Yes,Artist,0.0,Low,1,2
4540,459263,Female,No,32,No,Healthcare,8.0,Low,4,4
5441,464170,Male,Yes,38,No,Artist,8.0,Low,1,2
397,462829,Male,Yes,29,No,Executive,1.0,Average,3,4
6018,461299,Female,Yes,76,Yes,Lawyer,1.0,High,2,3
14,460849,Female,Yes,58,No,Doctor,0.0,Low,1,2
4309,466868,Male,No,26,Yes,Doctor,4.0,Low,3,1
6204,460471,Female,No,18,No,Healthcare,0.0,Low,6,4
306,463895,Female,Yes,70,No,Doctor,0.0,Average,2,2
4085,464433,Male,No,33,Yes,Artist,0.0,Low,2,1
2347,459602,Female,Yes,86,No,Lawyer,5.0,Low,1,4
1498,462622,Male,Yes,47,No,Executive,0.0,Low,4,4
6323,460763,Male,No,47,Yes,Artist,1.0,Low,2,2
3876,466422,Male,Yes,33,No,Doctor,0.0,Low,4,4
4971,466932,Female,No,49,Yes,Doctor,0.0,Low,2,4
4333,466284,Male,Yes,46,Yes,Artist,1.0,Average,5,3
2840,461395,Male,No,21,No,Doctor,4.0,Low,3,4
4806,467108,Female,No,66,Yes,Artist,0.0,Low,1,4
1953,460047,Male,No,41,Yes,Entertainment,8.0,Low,2,1
5763,463304,Female,No,41,Yes,Doctor,0.0,Low,1,1
5989,463089,Male,Yes,51,Yes,Executive,7.0,High,4,3
6442,462982,Male,Yes,41,No,Doctor,2.0,Average,4,1
438,464300,Male,Yes,42,Yes,Artist,0.0,Low,3,1
4240,467887,Female,No,42,Yes,Artist,0.0,Low,2,2
7755,464660,Male,No,29,Yes,Entertainment,0.0,Low,5,3
7966,462471,Male,No,30,Yes,Artist,1.0,Low,1,1
2007,467761,Male,No,39,Yes,Artist,1.0,Low,2,2
2969,465603,Female,Yes,45,Yes,Homemaker,8.0,Low,2,1
7994,461980,Male,Yes,52,Yes,Artist,2.0,Low,3,1
604,459335,Male,No,26,Yes,Healthcare,6.0,Low,3,4
3273,461239,Female,No,40,Yes,Entertainment,5.0,Low,1,4
5520,467429,Female,Yes,42,Yes,Artist,1.0,Low,2,2
1102,464236,Female,Yes,62,Yes,Artist,1.0,High,2,2
780,463228,Female,Yes,56,Yes,Artist,0.0,Average,5,2
4110,463596,Female,No,31,No,Healthcare,0.0,Low,4,3
234,464464,Male,No,28,No,Healthcare,0.0,Low,4,3
5579,465822,Female,Yes,52,Yes,Engineer,1.0,Average,5,2
6766,465088,Male,Yes,48,Yes,Executive,9.0,High,4,2
6850,461151,Male,No,32,Yes,Artist,0.0,Low,3,4
307,464767,Female,Yes,53,No,Engineer,8.0,Average,4,2
489,467925,Female,No,28,Yes,Artist,3.0,Low,7,1
6195,462727,Female,Yes,81,No,Lawyer,0.0,High,2,1
6395,465032,Male,Yes,72,Yes,Executive,0.0,High,2,3
1314,460340,Female,No,46,Yes,Artist,10.0,Low,2,1
1831,465050,Male,Yes,74,Yes,Lawyer,1.0,High,2,2
6334,460444,Male,Yes,60,No,Artist,0.0,Low,1,2
5137,465679,Male,Yes,47,Yes,Healthcare,1.0,Low,2,4
819,466415,Male,Yes,71,No,Marketing,1.0,Low,1,4
4855,466507,Male,Yes,51,Yes,Entertainment,1.0,Average,5,2
6868,459440,Female,No,53,Yes,Artist,1.0,Low,1,2
4005,460379,Male,No,35,Yes,Artist,9.0,Low,3,1
1148,459301,Female,No,33,Yes,Healthcare,0.0,Low,3,3
3926,462022,Female,Yes,37,Yes,Artist,1.0,Average,3,2
500,462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3,4
5803,459781,Male,No,47,No,Entertainment,1.0,Low,1,1
2024,461175,Male,Yes,57,Yes,Healthcare,1.0,Low,3,2
6846,466102,Female,No,33,No,Healthcare,1.0,Low,6,3
5073,463674,Female,No,25,Yes,Engineer,0.0,Low,7,3
2817,466433,Male,Yes,43,Yes,Entertainment,8.0,Low,2,2
5922,464028,Female,No,21,No,Healthcare,0.0,Low,5,4
7298,460474,Female,Yes,40,No,Homemaker,9.0,Average,5,1
7390,461600,Male,No,30,Yes,Marketing,1.0,Low,5,3
2904,467064,Male,Yes,36,No,Doctor,0.0,Average,2,1
2584,463915,Female,No,21,Yes,Healthcare,0.0,Low,5,4
5688,465871,Male,No,33,No,Entertainment,8.0,Low,1,1
4133,465944,Female,Yes,36,No,Engineer,4.0,High,3,1
3784,465624,Male,No,39,Yes,Artist,8.0,Low,3,3
6797,467746,Male,Yes,50,Yes,Executive,0.0,High,3,2
4763,459336,Male,Yes,26,Yes,Artist,6.0,Average,2,1
261,462721,Female,Yes,72,No,Lawyer,1.0,High,3,4
394,462149,Female,Yes,89,No,Lawyer,3.0,High,1,4
3774,459609,Female,No,43,Yes,Artist,1.0,Low,1,1
1187,462150,Male,Yes,35,Yes,Artist,7.0,Low,2,3
3140,467579,Male,No,38,Yes,Doctor,7.0,Low,1,3
534,464105,Male,Yes,65,Yes,Entertainment,1.0,Average,2,3
286,460586,Male,No,26,Yes,Healthcare,1.0,Low,2,1
114,467905,Male,Yes,43,Yes,Executive,0.0,High,3,4
3076,460880,Male,No,42,Yes,Artist,4.0,Low,2,1
6547,460934,Female,No,25,No,Doctor,0.0,Low,2,4
